Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-07-21 00:01,10.3,10.3,7.6,10.0,98,0.0,0,1009.5,1004.4,14.0,18.4,183,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:05,10.3,10.3,7.6,10.0,98,0.0,0,1009.7,1004.6,14.0,16.6,180,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:10,10.3,10.3,8.1,10.0,98,0.0,0,1009.6,1004.5,11.9,13.0,149,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:15,10.3,10.3,9.3,9.8,97,0.0,0,1009.5,1004.4,5.0,9.4,178,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:20,10.3,10.3,9.0,9.8,97,0.0,0,1009.6,1004.5,6.8,7.2,144,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:25,10.3,10.3,8.6,9.8,97,0.0,0,1009.7,1004.6,8.6,9.4,164,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:30,10.3,10.3,8.1,9.8,97,0.0,0,1009.7,1004.6,11.2,13.0,156,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:35,10.3,10.3,8.7,9.8,97,0.0,0,1009.6,1004.5,8.3,11.2,143,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:40,10.3,10.3,9.4,9.7,96,0.0,0,1010.0,1004.9,4.3,3.6,181,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:45,10.3,10.3,8.7,9.7,96,0.0,0,1010.0,1004.9,7.9,9.4,170,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:50,10.3,10.3,9.8,9.7,96,0.0,0,1009.9,1004.8,2.2,3.6,162,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 00:55,10.4,10.4,9.6,9.8,96,0.0,0,1010.1,1005.0,4.0,5.4,147,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:01,10.4,10.4,9.5,9.8,96,0.0,0,1009.8,1004.7,4.7,5.4,163,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:05,10.4,10.4,9.1,9.8,96,0.0,0,1010.0,1004.9,6.8,9.4,167,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:10,10.3,10.3,9.3,9.7,96,0.0,0,1009.8,1004.7,5.0,5.4,163,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:15,10.3,10.3,9.6,9.7,96,0.0,0,1009.7,1004.6,3.6,3.6,169,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:20,10.3,10.3,9.8,9.7,96,0.0,0,1010.0,1004.9,2.2,3.6,182,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:25,10.3,10.3,9.8,9.7,96,0.0,0,1009.9,1004.8,2.2,1.8,172,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:30,10.3,10.3,8.8,9.7,96,0.0,0,1010.1,1005.0,7.6,7.2,141,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:35,10.2,10.2,8.5,9.6,96,0.0,0,1009.8,1004.7,8.3,11.2,202,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:40,10.0,8.7,8.1,9.4,96,0.0,0,1009.9,1004.8,9.4,11.2,158,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:45,9.8,9.2,8.5,9.3,97,0.0,0,1010.0,1004.9,6.1,7.2,183,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:50,9.7,9.7,8.8,9.3,97,0.0,0,1009.9,1004.8,4.0,5.4,187,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 01:55,9.7,8.6,7.9,9.3,97,0.0,0,1009.9,1004.8,8.3,11.2,185,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 02:01,9.6,9.6,8.5,9.2,97,0.0,0,1010.0,1004.9,4.7,7.2,192,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 02:05,9.5,9.5,8.6,9.1,97,0.0,0,1010.1,1005.0,3.6,3.6,189,0,0,0,0.5,1.3,12.7,172.2
2026-07-21 02:10,9.4,8.9,8.1,8.9,97,0.0,0,1010.2,1005.1,5.4,5.4,179,1.8,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:15,9.4,8.4,7.8,9.1,98,0.0,0,1010.3,1005.2,7.2,9.4,157,1.8,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:20,9.4,7.8,7.2,9.1,98,0.0,0,1010.2,1005.1,10.4,11.2,167,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:25,9.3,8.2,7.6,9.0,98,0.0,0,1010.4,1005.3,7.9,7.2,139,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:30,9.3,8.4,7.8,9.0,98,0.0,0,1010.4,1005.3,6.8,9.4,179,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:35,9.2,8.6,7.8,8.9,98,0.0,0,1010.5,1005.4,6.1,7.2,175,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:40,9.2,8.4,7.7,8.9,98,0.0,0,1010.5,1005.4,6.5,7.2,173,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:45,9.2,9.2,8.1,8.9,98,0.0,0,1010.4,1005.3,4.7,5.4,171,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:50,9.2,9.2,8.1,8.9,98,0.0,0,1010.3,1005.2,4.3,5.4,181,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 02:55,9.2,8.3,7.6,8.9,98,0.0,0,1010.4,1005.3,7.2,7.2,163,0,0.3,0.3,0.8,1.5,13,172.5
2026-07-21 03:01,9.2,8.3,7.6,8.9,98,0.0,0,1010.5,1005.4,7.2,7.2,127,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:05,9.2,8.4,7.7,8.9,98,0.0,0,1010.6,1005.5,6.5,7.2,153,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:10,9.1,8.3,7.6,8.8,98,0.0,0,1010.4,1005.3,6.5,7.2,186,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:15,9.1,9.1,8.1,8.8,98,0.0,0,1010.4,1005.3,3.6,3.6,170,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:20,9.1,9.1,8.1,8.8,98,0.0,0,1010.2,1005.1,4.0,5.4,149,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:25,9.1,9.1,8.3,8.8,98,0.0,0,1010.2,1005.1,2.9,3.6,167,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:30,9.1,9.1,8.2,8.8,98,0.0,0,1010.2,1005.1,3.2,3.6,196,0,0,0.3,0.8,1.5,13,172.5
2026-07-21 03:35,9.1,8.7,7.8,8.8,98,0.0,0,1010.2,1005.1,5.0,5.4,169,0,0,0.3,0.8,1.5,13,172.5
