Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-07-26 00:01,13.9,13.9,13.9,11.4,85,0.0,0,1013.9,1008.8,2.2,1.8,46,0,0,0,0,0,23.1,182.6
2026-07-26 00:05,14.0,14.0,13.7,11.3,84,0.0,0,1013.9,1008.8,3.6,3.6,49,0,0,0,0,0,23.1,182.6
2026-07-26 00:10,14.0,14.0,13.8,11.3,84,0.0,0,1014.2,1009.1,3.2,3.6,47,0,0,0,0,0,23.1,182.6
2026-07-26 00:15,14.0,14.0,13.7,11.3,84,0.0,0,1014.2,1009.1,3.6,3.6,50,0,0,0,0,0,23.1,182.6
2026-07-26 00:20,14.0,14.0,13.8,11.5,85,0.0,0,1013.9,1008.8,3.2,3.6,35,0,0,0,0,0,23.1,182.6
2026-07-26 00:25,14.0,14.0,14.1,11.5,85,0.0,0,1013.8,1008.7,2.2,1.8,50,0,0,0,0,0,23.1,182.6
2026-07-26 00:30,14.0,14.0,13.9,11.5,85,0.0,0,1014.0,1008.9,2.9,5.4,34,0,0,0,0,0,23.1,182.6
2026-07-26 00:35,13.9,13.9,13.8,11.4,85,0.0,0,1013.8,1008.7,2.5,3.6,47,0,0,0,0,0,23.1,182.6
2026-07-26 00:40,13.9,13.9,13.6,11.4,85,0.0,0,1013.8,1008.7,4.0,5.4,43,0,0,0,0,0,23.1,182.6
2026-07-26 00:45,13.8,13.8,13.7,11.3,85,0.0,0,1013.9,1008.8,2.9,3.6,42,0,0,0,0,0,23.1,182.6
2026-07-26 00:50,13.8,13.8,14.0,11.5,86,0.0,0,1013.9,1008.8,1.4,1.8,60,0,0,0,0,0,23.1,182.6
2026-07-26 00:55,13.8,13.8,14.1,11.5,86,0.0,0,1013.6,1008.5,1.1,1.8,78,0,0,0,0,0,23.1,182.6
2026-07-26 01:01,13.7,13.7,13.7,11.4,86,0.0,0,1013.6,1008.5,2.2,3.6,47,0,0,0,0,0,23.1,182.6
2026-07-26 01:05,13.6,13.6,13.4,11.3,86,0.0,0,1013.7,1008.6,3.2,3.6,60,0,0,0,0,0,23.1,182.6
2026-07-26 01:10,13.6,13.6,13.7,11.3,86,0.0,0,1013.6,1008.5,1.4,1.8,67,0,0,0,0,0,23.1,182.6
2026-07-26 01:15,13.4,13.4,13.2,11.3,87,0.0,0,1013.3,1008.2,2.9,3.6,59,0,0,0,0,0,23.1,182.6
2026-07-26 01:20,13.4,13.4,13.4,11.3,87,0.0,0,1013.4,1008.3,1.8,1.8,79,0,0,0,0,0,23.1,182.6
